time,Labels,class_name
2361216,2,Single Line Fault B–N
2361424,2,Single Line Fault B–N
2361632,2,Single Line Fault B–N
2361840,2,Single Line Fault B–N
2362048,2,Single Line Fault B–N
2362256,2,Single Line Fault B–N
2362464,2,Single Line Fault B–N
2362672,2,Single Line Fault B–N
2362880,2,Single Line Fault B–N
2363088,2,Single Line Fault B–N
2363296,2,Single Line Fault B–N
2363504,2,Single Line Fault B–N
2363712,2,Single Line Fault B–N
2363920,2,Single Line Fault B–N
2364128,2,Single Line Fault B–N
2364336,2,Single Line Fault B–N
2364544,2,Single Line Fault B–N
2364752,2,Single Line Fault B–N
2364960,2,Single Line Fault B–N
2365168,2,Single Line Fault B–N
2365376,2,Single Line Fault B–N
2365584,2,Single Line Fault B–N
2365792,2,Single Line Fault B–N
2366000,2,Single Line Fault B–N
2366208,2,Single Line Fault B–N
2366416,2,Single Line Fault B–N
2366624,2,Single Line Fault B–N
2366832,2,Single Line Fault B–N
2367040,2,Single Line Fault B–N
2367248,2,Single Line Fault B–N
2367456,2,Single Line Fault B–N
2367664,2,Single Line Fault B–N
2367872,2,Single Line Fault B–N
2368080,2,Single Line Fault B–N
2368288,2,Single Line Fault B–N
2368496,2,Single Line Fault B–N
2368704,2,Single Line Fault B–N
2368912,2,Single Line Fault B–N
2369120,2,Single Line Fault B–N
2369328,2,Single Line Fault B–N
2369536,2,Single Line Fault B–N
2369744,2,Single Line Fault B–N
2369952,2,Single Line Fault B–N
2370160,2,Single Line Fault B–N
2370368,2,Single Line Fault B–N
2370576,2,Single Line Fault B–N
2370784,2,Single Line Fault B–N
2370992,2,Single Line Fault B–N
2371200,2,Single Line Fault B–N
2371408,2,Single Line Fault B–N
2371616,2,Single Line Fault B–N
2371824,2,Single Line Fault B–N
2372032,2,Single Line Fault B–N
2372240,2,Single Line Fault B–N
2372448,2,Single Line Fault B–N
2372656,2,Single Line Fault B–N
2372864,2,Single Line Fault B–N
2373072,2,Single Line Fault B–N
2373280,2,Single Line Fault B–N
2373488,2,Single Line Fault B–N
2373696,2,Single Line Fault B–N
2373904,2,Single Line Fault B–N
2374112,2,Single Line Fault B–N
2374320,2,Single Line Fault B–N
2374528,2,Single Line Fault B–N
2374736,2,Single Line Fault B–N
2374944,2,Single Line Fault B–N
2375152,2,Single Line Fault B–N
2375360,2,Single Line Fault B–N
2375568,2,Single Line Fault B–N
2375776,2,Single Line Fault B–N
2375984,2,Single Line Fault B–N
2376192,2,Single Line Fault B–N
2376400,2,Single Line Fault B–N
2376608,2,Single Line Fault B–N
2376816,2,Single Line Fault B–N
2377024,2,Single Line Fault B–N
2377232,2,Single Line Fault B–N
2377440,2,Single Line Fault B–N
2377648,2,Single Line Fault B–N
2377856,2,Single Line Fault B–N
2378064,2,Single Line Fault B–N
2378272,2,Single Line Fault B–N
2378480,2,Single Line Fault B–N
2378688,2,Single Line Fault B–N
2378896,2,Single Line Fault B–N
2379104,2,Single Line Fault B–N
2379312,2,Single Line Fault B–N
2379520,2,Single Line Fault B–N
2379728,2,Single Line Fault B–N
2379936,2,Single Line Fault B–N
2380144,2,Single Line Fault B–N
2380352,2,Single Line Fault B–N
2380560,2,Single Line Fault B–N
2380768,2,Single Line Fault B–N
2380976,2,Single Line Fault B–N
2381184,2,Single Line Fault B–N
2381392,2,Single Line Fault B–N
2381600,2,Single Line Fault B–N
2381808,2,Single Line Fault B–N
2382016,2,Single Line Fault B–N
2382224,2,Single Line Fault B–N
2382432,2,Single Line Fault B–N
2382640,2,Single Line Fault B–N
2382848,2,Single Line Fault B–N
2383056,2,Single Line Fault B–N
2383264,2,Single Line Fault B–N
2383472,2,Single Line Fault B–N
2383680,2,Single Line Fault B–N
2383888,2,Single Line Fault B–N
2384096,2,Single Line Fault B–N
2384304,2,Single Line Fault B–N
2384512,2,Single Line Fault B–N
2384720,2,Single Line Fault B–N
2384928,2,Single Line Fault B–N
2385136,2,Single Line Fault B–N
2385344,2,Single Line Fault B–N
2385552,2,Single Line Fault B–N
2385760,2,Single Line Fault B–N
2385968,2,Single Line Fault B–N
2386176,2,Single Line Fault B–N
2386384,2,Single Line Fault B–N
2386592,2,Single Line Fault B–N
2386800,2,Single Line Fault B–N
2387008,2,Single Line Fault B–N
2387216,2,Single Line Fault B–N
2387424,2,Single Line Fault B–N
2387632,2,Single Line Fault B–N
2387840,2,Single Line Fault B–N
2388048,2,Single Line Fault B–N
2388256,2,Single Line Fault B–N
2388464,2,Single Line Fault B–N
2388672,2,Single Line Fault B–N
2388880,2,Single Line Fault B–N
2389088,2,Single Line Fault B–N
2389296,2,Single Line Fault B–N
2389504,2,Single Line Fault B–N
2389712,2,Single Line Fault B–N
2389920,2,Single Line Fault B–N
2390128,2,Single Line Fault B–N
2390336,2,Single Line Fault B–N
2390544,2,Single Line Fault B–N
2390752,2,Single Line Fault B–N
2390960,2,Single Line Fault B–N
2391168,2,Single Line Fault B–N
2391376,2,Single Line Fault B–N
2391584,2,Single Line Fault B–N
2391792,2,Single Line Fault B–N
2392000,2,Single Line Fault B–N
2392208,2,Single Line Fault B–N
2392416,2,Single Line Fault B–N
2392624,2,Single Line Fault B–N
2392832,2,Single Line Fault B–N
2393040,2,Single Line Fault B–N
2393248,2,Single Line Fault B–N
2393456,2,Single Line Fault B–N
2393664,2,Single Line Fault B–N
2393872,2,Single Line Fault B–N
2394080,2,Single Line Fault B–N
2394288,2,Single Line Fault B–N
2394496,2,Single Line Fault B–N
2394704,2,Single Line Fault B–N
2394912,2,Single Line Fault B–N
2395120,2,Single Line Fault B–N
2395328,2,Single Line Fault B–N
2395536,2,Single Line Fault B–N
2395744,2,Single Line Fault B–N
2395952,2,Single Line Fault B–N
2396160,2,Single Line Fault B–N
2396368,2,Single Line Fault B–N
2396576,2,Single Line Fault B–N
2396784,2,Single Line Fault B–N
2396992,2,Single Line Fault B–N
2397200,2,Single Line Fault B–N
2397408,2,Single Line Fault B–N
2397616,2,Single Line Fault B–N
2397824,2,Single Line Fault B–N
2398032,2,Single Line Fault B–N
2398240,2,Single Line Fault B–N
2398448,2,Single Line Fault B–N
2398656,2,Single Line Fault B–N
2398864,2,Single Line Fault B–N
2399072,2,Single Line Fault B–N
2399280,2,Single Line Fault B–N
2399488,2,Single Line Fault B–N
2399696,2,Single Line Fault B–N
2399904,2,Single Line Fault B–N
2400112,2,Single Line Fault B–N
2400320,2,Single Line Fault B–N
2400528,2,Single Line Fault B–N
2400736,2,Single Line Fault B–N
2400944,2,Single Line Fault B–N
2401152,2,Single Line Fault B–N
2401360,2,Single Line Fault B–N
2401568,2,Single Line Fault B–N
2401776,2,Single Line Fault B–N
2401984,2,Single Line Fault B–N
2402192,2,Single Line Fault B–N
2402400,2,Single Line Fault B–N
2402608,2,Single Line Fault B–N
2402816,2,Single Line Fault B–N
2403024,2,Single Line Fault B–N
2403232,2,Single Line Fault B–N
2403440,2,Single Line Fault B–N
2403648,2,Single Line Fault B–N
2403856,2,Single Line Fault B–N
2404064,2,Single Line Fault B–N
2404272,2,Single Line Fault B–N
2404480,2,Single Line Fault B–N
2404688,2,Single Line Fault B–N
2404896,2,Single Line Fault B–N
2405104,2,Single Line Fault B–N
2405312,2,Single Line Fault B–N
2405520,2,Single Line Fault B–N
2405728,2,Single Line Fault B–N
2405936,2,Single Line Fault B–N
2406144,2,Single Line Fault B–N
2406352,2,Single Line Fault B–N
2406560,2,Single Line Fault B–N
2406768,2,Single Line Fault B–N
2406976,2,Single Line Fault B–N
2407184,2,Single Line Fault B–N
2407392,2,Single Line Fault B–N
2407600,2,Single Line Fault B–N
2407808,2,Single Line Fault B–N
2408016,2,Single Line Fault B–N
2408224,2,Single Line Fault B–N
2408432,2,Single Line Fault B–N
2408640,2,Single Line Fault B–N
2408848,2,Single Line Fault B–N
2409056,2,Single Line Fault B–N
2409264,2,Single Line Fault B–N
2409472,2,Single Line Fault B–N
2409680,2,Single Line Fault B–N
2409888,2,Single Line Fault B–N
2410096,2,Single Line Fault B–N
2410304,2,Single Line Fault B–N
2410512,2,Single Line Fault B–N
2410720,2,Single Line Fault B–N
2410928,2,Single Line Fault B–N
2411136,2,Single Line Fault B–N
2411344,2,Single Line Fault B–N
2411552,2,Single Line Fault B–N
2411760,2,Single Line Fault B–N
2411968,2,Single Line Fault B–N
2412176,2,Single Line Fault B–N
2412384,2,Single Line Fault B–N
2412592,2,Single Line Fault B–N
2412800,2,Single Line Fault B–N
2413008,2,Single Line Fault B–N
2413216,2,Single Line Fault B–N
2413424,2,Single Line Fault B–N
2413632,2,Single Line Fault B–N
2413840,2,Single Line Fault B–N
2414048,2,Single Line Fault B–N
2414256,2,Single Line Fault B–N
2414464,2,Single Line Fault B–N
2414672,2,Single Line Fault B–N
2414880,2,Single Line Fault B–N
2415088,2,Single Line Fault B–N
2415296,2,Single Line Fault B–N
2415504,2,Single Line Fault B–N
2415712,2,Single Line Fault B–N
2415920,2,Single Line Fault B–N
2416128,2,Single Line Fault B–N
2416336,2,Single Line Fault B–N
2416544,2,Single Line Fault B–N
2416752,2,Single Line Fault B–N
2416960,2,Single Line Fault B–N
2417168,2,Single Line Fault B–N
2417376,2,Single Line Fault B–N
2417584,2,Single Line Fault B–N
2417792,2,Single Line Fault B–N
2418000,2,Single Line Fault B–N
2418208,2,Single Line Fault B–N
2418416,2,Single Line Fault B–N
2418624,2,Single Line Fault B–N
2418832,2,Single Line Fault B–N
2419040,2,Single Line Fault B–N
2419248,2,Single Line Fault B–N
2419456,2,Single Line Fault B–N
2419664,2,Single Line Fault B–N
2419872,2,Single Line Fault B–N
2420080,2,Single Line Fault B–N
2420288,2,Single Line Fault B–N
2420496,2,Single Line Fault B–N
2420704,2,Single Line Fault B–N
2420912,2,Single Line Fault B–N
2421120,2,Single Line Fault B–N
2421328,2,Single Line Fault B–N
2421536,2,Single Line Fault B–N
2421744,2,Single Line Fault B–N
2421952,2,Single Line Fault B–N
2422160,2,Single Line Fault B–N
2422368,2,Single Line Fault B–N
2422576,2,Single Line Fault B–N
2422784,2,Single Line Fault B–N
2422992,2,Single Line Fault B–N
2423200,2,Single Line Fault B–N
2423408,2,Single Line Fault B–N
2423616,2,Single Line Fault B–N
2423824,2,Single Line Fault B–N
2424032,2,Single Line Fault B–N
2424240,2,Single Line Fault B–N
2424448,2,Single Line Fault B–N
2424656,2,Single Line Fault B–N
2424864,2,Single Line Fault B–N
2425072,2,Single Line Fault B–N
2425280,2,Single Line Fault B–N
2425488,2,Single Line Fault B–N
2425696,2,Single Line Fault B–N
2425904,2,Single Line Fault B–N
2426112,2,Single Line Fault B–N
2426320,2,Single Line Fault B–N
2426528,2,Single Line Fault B–N
2426736,2,Single Line Fault B–N
2426944,2,Single Line Fault B–N
2427152,2,Single Line Fault B–N
2427360,2,Single Line Fault B–N
2427568,2,Single Line Fault B–N
2427776,2,Single Line Fault B–N
2427984,2,Single Line Fault B–N
2428192,2,Single Line Fault B–N
2428400,2,Single Line Fault B–N
2428608,2,Single Line Fault B–N
2428816,2,Single Line Fault B–N
2429024,2,Single Line Fault B–N
2429232,2,Single Line Fault B–N
2429440,2,Single Line Fault B–N
2429648,2,Single Line Fault B–N
2429856,2,Single Line Fault B–N
2430064,2,Single Line Fault B–N
2430272,2,Single Line Fault B–N
2430480,2,Single Line Fault B–N
2430688,2,Single Line Fault B–N
2430896,2,Single Line Fault B–N
2431104,2,Single Line Fault B–N
2431312,2,Single Line Fault B–N
2431520,2,Single Line Fault B–N
2431728,2,Single Line Fault B–N
2431936,2,Single Line Fault B–N
2432144,2,Single Line Fault B–N
2432352,2,Single Line Fault B–N
2432560,2,Single Line Fault B–N
2432768,2,Single Line Fault B–N
2432976,2,Single Line Fault B–N
2433184,2,Single Line Fault B–N
2433392,2,Single Line Fault B–N
2433600,2,Single Line Fault B–N
2433808,2,Single Line Fault B–N
2434016,2,Single Line Fault B–N
2434224,2,Single Line Fault B–N
2434432,2,Single Line Fault B–N
2434640,2,Single Line Fault B–N
2434848,2,Single Line Fault B–N
2435056,2,Single Line Fault B–N
2435264,2,Single Line Fault B–N
2435472,2,Single Line Fault B–N
2435680,2,Single Line Fault B–N
2435888,2,Single Line Fault B–N
2436096,2,Single Line Fault B–N
2436304,2,Single Line Fault B–N
2436512,2,Single Line Fault B–N
2436720,2,Single Line Fault B–N
2436928,2,Single Line Fault B–N
2437136,2,Single Line Fault B–N
2437344,2,Single Line Fault B–N
2437552,2,Single Line Fault B–N
2437760,2,Single Line Fault B–N
2437968,2,Single Line Fault B–N
2438176,2,Single Line Fault B–N
2438384,2,Single Line Fault B–N
2438592,2,Single Line Fault B–N
2438800,2,Single Line Fault B–N
2439008,2,Single Line Fault B–N
2439216,2,Single Line Fault B–N
2439424,2,Single Line Fault B–N
2439632,2,Single Line Fault B–N
2439840,2,Single Line Fault B–N
2440048,2,Single Line Fault B–N
2440256,2,Single Line Fault B–N
2440464,2,Single Line Fault B–N
2440672,2,Single Line Fault B–N
2440880,2,Single Line Fault B–N
2441088,2,Single Line Fault B–N
2441296,2,Single Line Fault B–N
2441504,2,Single Line Fault B–N
2441712,2,Single Line Fault B–N
2441920,2,Single Line Fault B–N
2442128,2,Single Line Fault B–N
2442336,2,Single Line Fault B–N
2442544,2,Single Line Fault B–N
2442752,2,Single Line Fault B–N
2442960,2,Single Line Fault B–N
2443168,2,Single Line Fault B–N
2443376,2,Single Line Fault B–N
2443584,2,Single Line Fault B–N
2443792,2,Single Line Fault B–N
2444000,2,Single Line Fault B–N
2444208,2,Single Line Fault B–N
2444416,2,Single Line Fault B–N
2444624,2,Single Line Fault B–N
2444832,2,Single Line Fault B–N
2445040,2,Single Line Fault B–N
2445248,2,Single Line Fault B–N
2445456,2,Single Line Fault B–N
2445664,2,Single Line Fault B–N
2445872,2,Single Line Fault B–N
2446080,2,Single Line Fault B–N
2446288,2,Single Line Fault B–N
2446496,2,Single Line Fault B–N
2446704,2,Single Line Fault B–N
2446912,2,Single Line Fault B–N
2447120,2,Single Line Fault B–N
2447328,2,Single Line Fault B–N
2447536,2,Single Line Fault B–N
2447744,2,Single Line Fault B–N
2447952,2,Single Line Fault B–N
2448160,2,Single Line Fault B–N
2448368,2,Single Line Fault B–N
2448576,2,Single Line Fault B–N
2448784,2,Single Line Fault B–N
2448992,2,Single Line Fault B–N
2449200,2,Single Line Fault B–N
2449408,2,Single Line Fault B–N
2449616,2,Single Line Fault B–N
2449824,2,Single Line Fault B–N
2450032,2,Single Line Fault B–N
2450240,2,Single Line Fault B–N
2450448,2,Single Line Fault B–N
2450656,2,Single Line Fault B–N
2450864,2,Single Line Fault B–N
2451072,2,Single Line Fault B–N
2451280,2,Single Line Fault B–N
2451488,2,Single Line Fault B–N
2451696,2,Single Line Fault B–N
2451904,2,Single Line Fault B–N
2452112,2,Single Line Fault B–N
2452320,2,Single Line Fault B–N
2452528,2,Single Line Fault B–N
2452736,2,Single Line Fault B–N
2452944,2,Single Line Fault B–N
2453152,2,Single Line Fault B–N
2453360,2,Single Line Fault B–N
2453568,2,Single Line Fault B–N
2453776,2,Single Line Fault B–N
2453984,2,Single Line Fault B–N
2454192,2,Single Line Fault B–N
2454400,2,Single Line Fault B–N
2454608,2,Single Line Fault B–N
2454816,2,Single Line Fault B–N
2455024,2,Single Line Fault B–N
2455232,2,Single Line Fault B–N
2455440,2,Single Line Fault B–N
2455648,2,Single Line Fault B–N
2455856,2,Single Line Fault B–N
2456064,2,Single Line Fault B–N
2456272,2,Single Line Fault B–N
2456480,2,Single Line Fault B–N
2456688,2,Single Line Fault B–N
2456896,2,Single Line Fault B–N
2457104,2,Single Line Fault B–N
2457312,2,Single Line Fault B–N
2457520,2,Single Line Fault B–N
2457728,2,Single Line Fault B–N
2457936,2,Single Line Fault B–N
2458144,2,Single Line Fault B–N
2458352,2,Single Line Fault B–N
2458560,2,Single Line Fault B–N
2458768,2,Single Line Fault B–N
2458976,2,Single Line Fault B–N
2459184,2,Single Line Fault B–N
2459392,2,Single Line Fault B–N
2459600,2,Single Line Fault B–N
2459808,2,Single Line Fault B–N
2460016,2,Single Line Fault B–N
2460224,2,Single Line Fault B–N
2460432,2,Single Line Fault B–N
2460640,2,Single Line Fault B–N
2460848,2,Single Line Fault B–N
2461056,2,Single Line Fault B–N
2461264,2,Single Line Fault B–N
2461472,2,Single Line Fault B–N
2461680,2,Single Line Fault B–N
2461888,2,Single Line Fault B–N
2462096,2,Single Line Fault B–N
2462304,2,Single Line Fault B–N
2462512,2,Single Line Fault B–N
2462720,2,Single Line Fault B–N
2462928,2,Single Line Fault B–N
2463136,2,Single Line Fault B–N
2463344,2,Single Line Fault B–N
2463552,2,Single Line Fault B–N
2463760,2,Single Line Fault B–N
2463968,2,Single Line Fault B–N
2464176,2,Single Line Fault B–N
2464384,2,Single Line Fault B–N
2464592,2,Single Line Fault B–N
2464800,2,Single Line Fault B–N
2465008,2,Single Line Fault B–N
2465216,2,Single Line Fault B–N
2465424,2,Single Line Fault B–N
2465632,2,Single Line Fault B–N
2465840,2,Single Line Fault B–N
2466048,2,Single Line Fault B–N
2466256,2,Single Line Fault B–N
2466464,2,Single Line Fault B–N
2466672,2,Single Line Fault B–N
2466880,2,Single Line Fault B–N
2467088,2,Single Line Fault B–N
2467296,2,Single Line Fault B–N
2467504,2,Single Line Fault B–N
2467712,2,Single Line Fault B–N
2467920,2,Single Line Fault B–N
2468128,2,Single Line Fault B–N
2468336,2,Single Line Fault B–N
2468544,2,Single Line Fault B–N
2468752,2,Single Line Fault B–N
2468960,2,Single Line Fault B–N
2469168,2,Single Line Fault B–N
2469376,2,Single Line Fault B–N
2469584,2,Single Line Fault B–N
2469792,2,Single Line Fault B–N
2470000,2,Single Line Fault B–N
2470208,2,Single Line Fault B–N
2470416,2,Single Line Fault B–N
2470624,2,Single Line Fault B–N
2470832,2,Single Line Fault B–N
2471040,2,Single Line Fault B–N
2471248,2,Single Line Fault B–N
2471456,2,Single Line Fault B–N
2471664,2,Single Line Fault B–N
2471872,2,Single Line Fault B–N
2472080,2,Single Line Fault B–N
2472288,2,Single Line Fault B–N
2472496,2,Single Line Fault B–N
2472704,2,Single Line Fault B–N
2472912,2,Single Line Fault B–N
2473120,2,Single Line Fault B–N
2473328,2,Single Line Fault B–N
2473536,2,Single Line Fault B–N
2473744,2,Single Line Fault B–N
2473952,2,Single Line Fault B–N
2474160,2,Single Line Fault B–N
2474368,2,Single Line Fault B–N
2474576,2,Single Line Fault B–N
2474784,2,Single Line Fault B–N
2474992,2,Single Line Fault B–N
2475200,2,Single Line Fault B–N
2475408,2,Single Line Fault B–N
2475616,2,Single Line Fault B–N
2475824,2,Single Line Fault B–N
2476032,2,Single Line Fault B–N
2476240,2,Single Line Fault B–N
2476448,2,Single Line Fault B–N
2476656,2,Single Line Fault B–N
2476864,2,Single Line Fault B–N
2477072,2,Single Line Fault B–N
2477280,2,Single Line Fault B–N
2477488,2,Single Line Fault B–N
2477696,2,Single Line Fault B–N
2477904,2,Single Line Fault B–N
2478112,2,Single Line Fault B–N
2478320,2,Single Line Fault B–N
2478528,2,Single Line Fault B–N
2478736,2,Single Line Fault B–N
2478944,2,Single Line Fault B–N
2479152,2,Single Line Fault B–N
2479360,2,Single Line Fault B–N
2479568,2,Single Line Fault B–N
2479776,2,Single Line Fault B–N
2479984,2,Single Line Fault B–N
2480192,2,Single Line Fault B–N
2480400,2,Single Line Fault B–N
2480608,2,Single Line Fault B–N
2480816,2,Single Line Fault B–N
2481024,2,Single Line Fault B–N
2481232,2,Single Line Fault B–N
2481440,2,Single Line Fault B–N
2481648,2,Single Line Fault B–N
2481856,2,Single Line Fault B–N
2482064,2,Single Line Fault B–N
2482272,2,Single Line Fault B–N
2482480,2,Single Line Fault B–N
2482688,2,Single Line Fault B–N
2482896,2,Single Line Fault B–N
2483104,2,Single Line Fault B–N
2483312,2,Single Line Fault B–N
2483520,2,Single Line Fault B–N
2483728,2,Single Line Fault B–N
2483936,2,Single Line Fault B–N
2484144,2,Single Line Fault B–N
2484352,2,Single Line Fault B–N
2484560,2,Single Line Fault B–N
2484768,2,Single Line Fault B–N
2484976,2,Single Line Fault B–N
2485184,2,Single Line Fault B–N
2485392,2,Single Line Fault B–N
2485600,2,Single Line Fault B–N
2485808,2,Single Line Fault B–N
2486016,2,Single Line Fault B–N
2486224,2,Single Line Fault B–N
2486432,2,Single Line Fault B–N
2486640,2,Single Line Fault B–N
2486848,2,Single Line Fault B–N
2487056,2,Single Line Fault B–N
2487264,2,Single Line Fault B–N
2487472,2,Single Line Fault B–N
2487680,2,Single Line Fault B–N
2487888,2,Single Line Fault B–N
2488096,2,Single Line Fault B–N
2488304,2,Single Line Fault B–N
2488512,2,Single Line Fault B–N
2488720,2,Single Line Fault B–N
2488928,2,Single Line Fault B–N
2489136,2,Single Line Fault B–N
2489344,2,Single Line Fault B–N
2489552,2,Single Line Fault B–N
2489760,2,Single Line Fault B–N
2489968,2,Single Line Fault B–N
2490176,2,Single Line Fault B–N
2490384,2,Single Line Fault B–N
2490592,2,Single Line Fault B–N
2490800,2,Single Line Fault B–N
2491008,2,Single Line Fault B–N
2491216,2,Single Line Fault B–N
2491424,2,Single Line Fault B–N
2491632,2,Single Line Fault B–N
2491840,2,Single Line Fault B–N
2492048,2,Single Line Fault B–N
2492256,2,Single Line Fault B–N
2492464,2,Single Line Fault B–N
2492672,2,Single Line Fault B–N
2492880,2,Single Line Fault B–N
2493088,2,Single Line Fault B–N
2493296,2,Single Line Fault B–N
2493504,2,Single Line Fault B–N
2493712,2,Single Line Fault B–N
2493920,2,Single Line Fault B–N
2494128,2,Single Line Fault B–N
2494336,2,Single Line Fault B–N
2494544,2,Single Line Fault B–N
2494752,2,Single Line Fault B–N
2494960,2,Single Line Fault B–N
2495168,2,Single Line Fault B–N
2495376,2,Single Line Fault B–N
2495584,2,Single Line Fault B–N
2495792,2,Single Line Fault B–N
2496000,2,Single Line Fault B–N
2496208,2,Single Line Fault B–N
2496416,2,Single Line Fault B–N
2496624,2,Single Line Fault B–N
2496832,2,Single Line Fault B–N
2497040,2,Single Line Fault B–N
2497248,2,Single Line Fault B–N
2497456,2,Single Line Fault B–N
2497664,2,Single Line Fault B–N
2497872,2,Single Line Fault B–N
2498080,2,Single Line Fault B–N
2498288,2,Single Line Fault B–N
2498496,2,Single Line Fault B–N
2498704,2,Single Line Fault B–N
2498912,2,Single Line Fault B–N
2499120,2,Single Line Fault B–N
2499328,2,Single Line Fault B–N
2499536,2,Single Line Fault B–N
2499744,2,Single Line Fault B–N
2499952,2,Single Line Fault B–N
2500160,0,Normal Operation
2500368,0,Normal Operation
2500576,0,Normal Operation
2500784,0,Normal Operation
2500992,0,Normal Operation
2501200,0,Normal Operation
2501408,0,Normal Operation
2501616,0,Normal Operation
2501824,0,Normal Operation
2502032,0,Normal Operation
2502240,0,Normal Operation
2502448,0,Normal Operation
2502656,0,Normal Operation
2502864,0,Normal Operation
2503072,0,Normal Operation
2503280,0,Normal Operation
2503488,0,Normal Operation
2503696,0,Normal Operation
2503904,0,Normal Operation
2504112,0,Normal Operation
2504320,0,Normal Operation
2504528,0,Normal Operation
2504736,0,Normal Operation
2504944,0,Normal Operation
2505152,0,Normal Operation
2505360,0,Normal Operation
2505568,0,Normal Operation
2505776,0,Normal Operation
2505984,0,Normal Operation
2506192,0,Normal Operation
2506400,0,Normal Operation
2506608,0,Normal Operation
2506816,0,Normal Operation
2507024,0,Normal Operation
2507232,0,Normal Operation
2507440,0,Normal Operation
2507648,0,Normal Operation
2507856,0,Normal Operation
2508064,0,Normal Operation
2508272,0,Normal Operation
2508480,0,Normal Operation
2508688,0,Normal Operation
2508896,0,Normal Operation
2509104,0,Normal Operation
2509312,0,Normal Operation
2509520,0,Normal Operation
2509728,0,Normal Operation
2509936,0,Normal Operation
2510144,0,Normal Operation
2510352,0,Normal Operation
2510560,0,Normal Operation
2510768,0,Normal Operation
2510976,0,Normal Operation
2511184,0,Normal Operation
2511392,0,Normal Operation
2511600,0,Normal Operation
2511808,0,Normal Operation
2512016,0,Normal Operation
2512224,0,Normal Operation
2512432,0,Normal Operation
2512640,0,Normal Operation
2512848,0,Normal Operation
2513056,0,Normal Operation
2513264,0,Normal Operation
2513472,0,Normal Operation
2513680,0,Normal Operation
2513888,0,Normal Operation
2514096,0,Normal Operation
2514304,0,Normal Operation
2514512,0,Normal Operation
2514720,0,Normal Operation
2514928,0,Normal Operation
2515136,0,Normal Operation
2515344,0,Normal Operation
2515552,0,Normal Operation
2515760,0,Normal Operation
2515968,0,Normal Operation
2516176,0,Normal Operation
2516384,0,Normal Operation
2516592,0,Normal Operation
2516800,0,Normal Operation
2517008,0,Normal Operation
2517216,0,Normal Operation
2517424,0,Normal Operation
2517632,0,Normal Operation
2517840,0,Normal Operation
2518048,0,Normal Operation
2518256,0,Normal Operation
2518464,0,Normal Operation
2518672,0,Normal Operation
2518880,0,Normal Operation
2519088,0,Normal Operation
2519296,0,Normal Operation
2519504,0,Normal Operation
2519712,0,Normal Operation
2519920,0,Normal Operation
2520128,0,Normal Operation
2520336,0,Normal Operation
2520544,0,Normal Operation
2520752,0,Normal Operation
2520960,0,Normal Operation
2521168,0,Normal Operation
2521376,0,Normal Operation
2521584,0,Normal Operation
2521792,0,Normal Operation
2522000,0,Normal Operation
2522208,0,Normal Operation
2522416,0,Normal Operation
2522624,0,Normal Operation
2522832,0,Normal Operation
2523040,0,Normal Operation
2523248,0,Normal Operation
2523456,0,Normal Operation
2523664,0,Normal Operation
2523872,0,Normal Operation
2524080,0,Normal Operation
2524288,0,Normal Operation
2524496,0,Normal Operation
2524704,0,Normal Operation
2524912,0,Normal Operation
2525120,0,Normal Operation
2525328,0,Normal Operation
2525536,0,Normal Operation
2525744,0,Normal Operation
2525952,0,Normal Operation
2526160,0,Normal Operation
2526368,0,Normal Operation
2526576,0,Normal Operation
2526784,0,Normal Operation
2526992,0,Normal Operation
2527200,0,Normal Operation
2527408,0,Normal Operation
2527616,0,Normal Operation
2527824,0,Normal Operation
2528032,0,Normal Operation
2528240,0,Normal Operation
2528448,0,Normal Operation
2528656,0,Normal Operation
2528864,0,Normal Operation
2529072,0,Normal Operation
2529280,0,Normal Operation
2529488,0,Normal Operation
2529696,0,Normal Operation
2529904,0,Normal Operation
2530112,0,Normal Operation
2530320,0,Normal Operation
2530528,0,Normal Operation
2530736,0,Normal Operation
2530944,0,Normal Operation
2531152,0,Normal Operation
2531360,0,Normal Operation
2531568,0,Normal Operation
2531776,0,Normal Operation
2531984,0,Normal Operation
2532192,0,Normal Operation
2532400,0,Normal Operation
2532608,0,Normal Operation
2532816,0,Normal Operation
2533024,0,Normal Operation
2533232,0,Normal Operation
2533440,0,Normal Operation
2533648,0,Normal Operation
2533856,0,Normal Operation
2534064,0,Normal Operation
2534272,0,Normal Operation
2534480,0,Normal Operation
2534688,0,Normal Operation
2534896,0,Normal Operation
2535104,0,Normal Operation
2535312,0,Normal Operation
2535520,0,Normal Operation
2535728,0,Normal Operation
2535936,0,Normal Operation
2536144,0,Normal Operation
2536352,0,Normal Operation
2536560,0,Normal Operation
2536768,0,Normal Operation
2536976,0,Normal Operation
2537184,0,Normal Operation
2537392,0,Normal Operation
2537600,0,Normal Operation
2537808,0,Normal Operation
2538016,0,Normal Operation
2538224,0,Normal Operation
2538432,0,Normal Operation
2538640,0,Normal Operation
2538848,0,Normal Operation
2539056,0,Normal Operation
2539264,0,Normal Operation
2539472,0,Normal Operation
2539680,0,Normal Operation
2539888,0,Normal Operation
2540096,0,Normal Operation
2540304,0,Normal Operation
2540512,0,Normal Operation
2540720,0,Normal Operation
2540928,0,Normal Operation
2541136,0,Normal Operation
2541344,0,Normal Operation
2541552,0,Normal Operation
2541760,0,Normal Operation
2541968,0,Normal Operation
